gold_3_games_avg,total_3_games_avg,gold_std,total_std,gold_growth_noc_rate,metal_growth_noc_rate,gold_growth_game_rate,metal_growth_game_rate,gold_num,metal_num,best_rank_last_3,rank_trend,participation_times,best_gold,best_total,athletes_count,veteran_ratio,star_athlete_num,athletes_growth_rate,medals_per_athlete,gold_per_athlete,unique_sports_last,unique_events_last,event_growth,sport_growth,hhi_sport,dominant_sport,gold_event_rate,metal_event_rate,gold_event_avg,metal_event_avg,consistent_sports,years_since_last_medal,is_host_history,NOC_Code,Year,ishost,ishost_hostrate_gold,ishost_hostrate_metal
2.6666666666666665,7.666666666666667,0.5773502691896258,2.0816659994661326,0.0,0.42857142857142855,inf,0.41959760162374543,3,10,25,29.666666666666668,28,14,36,177,0.3954802259887006,26,0.4920484024539144,0.22522935779816514,0.054587155963302755,25,93,0.3771889066705129,0.2780243067486712,0.07562188641991695,0,0.03225806451612903,0.07526881720430108,0.2413793103448276,0.9959432048681541,14,4,0,BEL,2028,0,0,0
2.0,5.333333333333333,1.7320508075688772,2.0816659994661326,0.0,0.16666666666666666,inf,0.36438461705678354,3,7,26,40.666666666666664,18,10,41,46,0.32608695652173914,8,0.612710977503423,0.2670196671709531,0.047655068078668684,16,53,1.0152840563069647,0.30280612469909246,0.10073911194215504,0,0.05660377358490566,0.1320754716981132,0.1875,1.0505952380952381,6,4,0,BUL,2028,0,0,0
2.6666666666666665,7.333333333333333,0.5773502691896258,2.0816659994661326,0.0,-0.4444444444444444,inf,0.2534722222222222,3,5,27,29.0,5,3,9,114,0.3333333333333333,4,8.575253877915411,0.39946380697050937,0.12332439678284182,16,47,4.033398268398269,2.087965367965368,0.27877122652132785,0,0.06382978723404255,0.0851063829787234,0.3026315789473684,0.9802631578947368,3,4,0,SRB,2028,0,0,0
2.6666666666666665,8.666666666666666,1.5275252316519468,3.214550253664318,-0.25,-0.5454545454545454,0.47619047619047616,-0.04784065141207997,3,5,18,29.666666666666668,8,4,11,111,0.3783783783783784,4,0.002457244882209616,0.14418604651162792,0.037209302325581395,27,94,-0.019800408220744643,0.07390186843968359,0.14695340501792115,0,0.031914893617021274,0.05319148936170213,0.0718562874251497,0.27844311377245506,6,4,0,CZE,2028,0,0,0
2.3333333333333335,11.666666666666666,0.5773502691896258,3.055050463303893,-0.3333333333333333,-0.18181818181818182,inf,0.22516204034061177,2,9,25,27.0,29,5,20,128,0.265625,32,0.3674161699434031,0.346875,0.10416666666666667,24,60,0.12851692835939665,0.08623774153559569,0.09986563139716291,0,0.03333333333333333,0.15,0.4576659038901602,1.5240274599542334,11,4,0,DEN,2028,0,0,0
1.0,10.666666666666666,1.0,6.3508529610858835,0.0,0.0,inf,0.5365079365079365,2,7,30,45.333333333333336,8,2,18,48,0.3958333333333333,2,0.12381475244628923,0.23387096774193547,0.036290322580645164,15,41,0.11412059688268009,0.09195011337868479,0.30439952437574314,0,0.04878048780487805,0.17073170731707318,0.05027932960893855,0.3240223463687151,5,4,0,AZE,2028,0,0,0
3.3333333333333335,8.333333333333334,1.5275252316519465,1.5275252316519468,-0.3333333333333333,-0.125,inf,0.21354166666666666,2,7,17,24.333333333333332,9,5,10,73,0.4246575342465753,2,0.14273644911529737,0.35281837160751567,0.12943632567849686,16,43,0.15577102985072588,0.05571789321789321,0.19617660446062815,0,0.046511627906976744,0.16279069767441862,0.29523809523809524,0.8047619047619048,4,4,0,CRO,2028,0,0,0
4.666666666666667,11.666666666666666,2.516611478423583,3.055050463303893,-0.7142857142857143,-0.4,inf,0.2970226109710954,2,9,14,21.333333333333332,17,14,31,61,0.4426229508196721,26,1.132053362362862,0.31841526045487895,0.1276595744680851,16,52,1.480520825610666,0.5846847961979541,0.15037482214529932,0,0.038461538461538464,0.17307692307692307,0.5370370370370371,1.3395061728395061,4,4,0,CUB,2028,0,0,0
1.0,2.3333333333333335,1.0,1.5275252316519465,0.0,3.0,inf,1.1666666666666667,2,4,33,52.666666666666664,4,2,4,14,0.21428571428571427,0,0.23429112554112552,0.06153846153846154,0.023076923076923078,5,13,0.19836580086580086,0.07499999999999998,0.59375,1,0.15384615384615385,0.3076923076923077,0.047619047619047616,0.12698412698412698,2,4,0,BRN,2028,0,0,0
2.0,4.0,1.0,1.0,-0.3333333333333333,-0.4,inf,0.1125,2,3,31,36.666666666666664,9,3,5,94,0.2872340425531915,4,0.19331520126217416,0.10160427807486631,0.029411764705882353,17,54,0.08995812570377652,0.09265005827505829,0.17174515235457063,0,0.037037037037037035,0.05555555555555555,0.051643192488262914,0.1784037558685446,1,4,0,SLO,2028,0,0,0
1.6666666666666667,7.333333333333333,0.5773502691896257,4.509249752822894,0.0,-0.4166666666666667,inf,0.5803030303030302,2,7,34,39.666666666666664,12,2,12,60,0.35,0,0.1914388770836924,0.11624203821656051,0.014331210191082803,17,47,0.3454196485538284,0.12108262108262106,0.15293676111840868,0,0.0425531914893617,0.14893617021276595,0.03169014084507042,0.25704225352112675,7,4,0,TPE,2028,0,0,0
1.0,4.333333333333333,1.0,3.0550504633038935,1.0,-0.2857142857142857,inf,0.5023647920706744,2,5,36,55.666666666666664,27,5,17,84,0.4523809523809524,5,1.4060051265668558,0.11523929471032746,0.020780856423173802,26,76,0.5450865973580022,0.2352734108370802,0.07157574128818418,0,0.02631578947368421,0.06578947368421052,0.07096774193548387,0.3935483870967742,11,4,0,AUT,2028,0,0,0
1.0,3.6666666666666665,1.0,2.5166114784235836,1.0,-0.3333333333333333,inf,1.1666666666666667,2,4,37,55.0,5,2,6,34,0.38235294117647056,1,0.6347397833411951,0.042666666666666665,0.010666666666666666,13,32,0.4588240198061303,0.2935038817391759,0.2109375,0,0.0625,0.125,0.02030456852791878,0.08121827411167512,4,4,0,HKG,2028,0,0,0
1.0,3.0,1.0,1.7320508075688772,1.0,0.0,inf,0.48148148148148145,2,4,37,52.0,10,2,4,22,0.3181818181818182,0,0.3530367739711624,0.043373493975903614,0.007228915662650603,9,31,0.27443456606278743,0.17244195198740656,0.3580246913580247,1,0.06451612903225806,0.12903225806451613,0.015384615384615385,0.09230769230769231,10,4,0,PHI,2028,0,0,0
1.0,2.0,1.0,1.0,0.0,0.5,inf,0.22380952380952382,2,3,39,50.666666666666664,8,2,5,46,0.2391304347826087,1,0.9182328868362359,0.046296296296296294,0.016203703703703703,15,47,0.40284800457079234,0.3948892377463806,0.385,0,0.0425531914893617,0.06382978723404255,0.03535353535353535,0.10101010101010101,6,4,0,ALG,2028,0,0,0
1.3333333333333333,3.6666666666666665,0.5773502691896257,1.1547005383792515,1.0,-0.4,inf,0.47037037037037027,2,3,39,46.666666666666664,10,2,6,29,0.3793103448275862,1,0.5069872614791247,0.15772870662460567,0.0473186119873817,12,25,0.308482208675507,0.22150297619047618,0.49200000000000005,1,0.08,0.12,0.1,0.3333333333333333,6,4,0,INA,2028,0,0,0
1.0,4.333333333333333,1.0,2.516611478423583,-0.5,0.75,inf,0.39285714285714285,1,7,39,52.333333333333336,8,2,7,89,0.3595505617977528,0,0.5568623084673492,0.07127882599580712,0.008385744234800839,20,68,0.6159856608751995,0.1727791515330215,0.370242214532872,1,0.014705882352941176,0.10294117647058823,0.016129032258064516,0.13709677419354838,8,4,0,ISR,2028,0,0,0
2.3333333333333335,11.666666666666666,1.5275252316519465,2.081665999466133,-0.75,-0.2857142857142857,inf,0.30522215118338725,1,10,17,30.666666666666668,23,7,32,226,0.415929203539823,18,3.030418510982429,0.21882951653944022,0.04580152671755725,28,134,1.778031154654715,0.5726475483902312,0.08690853301839935,0,0.007462686567164179,0.06716417910447761,0.22784810126582278,1.0886075949367089,6,4,0,POL,2028,0,0,0
1.0,10.666666666666666,1.0,5.507570547286102,0.0,-0.125,inf,0.002497968884523503,1,7,30,52.0,8,3,17,79,0.27848101265822783,1,-0.012956324422472774,0.13500784929356358,0.03139717425431711,23,82,-0.022711563083550997,0.08110317811335062,0.19605191995673338,0,0.012195121951219513,0.08536585365853659,0.059880239520958084,0.25748502994011974,4,4,0,KAZ,2028,0,0,0
3.6666666666666665,8.666666666666666,2.5166114784235836,2.5166114784235836,-0.75,-0.3333333333333333,inf,0.20635683760683762,1,6,16,27.0,17,6,13,65,0.3230769230769231,20,0.21282035744333477,0.4107142857142857,0.10714285714285714,4,31,0.13678286302776144,0.18055555555555552,0.9891895085066162,1,0.03225806451612903,0.1935483870967742,0.35555555555555557,1.362962962962963,3,4,0,JAM,2028,0,0,0
1.3333333333333333,6.333333333333333,0.5773502691896257,3.5118845842842465,0.0,1.0,inf,0.6307017543859649,1,6,29,41.666666666666664,20,4,10,141,0.3404255319148936,6,0.24926385354575425,0.12949039264828738,0.028404344193817876,24,66,0.45000626885698986,0.18470444752447715,0.15446409989594176,0,0.015151515151515152,0.09090909090909091,0.09742120343839542,0.44412607449856734,8,4,0,RSA,2028,0,0,0
1.3333333333333333,4.666666666666667,0.5773502691896257,2.309401076758503,0.0,2.0,inf,0.40151515151515144,1,6,35,46.0,12,3,8,52,0.28846153846153844,1,0.37723996315730823,0.07251908396946564,0.02099236641221374,18,45,0.30323625608678695,0.3858027593321711,0.34764542936288084,0,0.022222222222222223,0.13333333333333333,0.05,0.17272727272727273,5,4,0,THA,2028,0,0,0
1.0,5.333333333333333,0.0,2.309401076758503,0.0,0.0,inf,0.2257326007326007,1,4,44,49.0,14,4,8,33,0.36363636363636365,7,0.12029809264270319,0.21403508771929824,0.08421052631578947,2,13,0.06419384187241331,0.07142857142857141,1.0,1,0.07692307692307693,0.3076923076923077,0.4444444444444444,1.1296296296296295,1,4,0,ETH,2028,0,0,0
2.3333333333333335,9.333333333333334,1.1547005383792515,3.214550253664318,-0.6666666666666666,-0.38461538461538464,inf,1.2206355373022035,1,8,23,31.666666666666668,28,7,25,137,0.35036496350364965,25,2.0969622375010157,0.2150170648464164,0.05021940516821063,22,94,1.4287075534677718,0.8399958320260177,0.10905435492413139,0,0.010638297872340425,0.07446808510638298,0.21638655462184875,0.9264705882352942,10,4,0,SUI,2028,0,0,0
1.0,3.0,1.0,2.0,-0.5,0.6666666666666666,inf,0.888888888888889,1,5,38,53.0,4,2,5,40,0.5,0,0.5247522873777073,0.04932735426008968,0.017937219730941704,14,32,0.4249528639302869,0.4602218261041791,0.3553719008264462,0,0.03125,0.15625,0.024691358024691357,0.06790123456790123,4,4,0,ECU,2028,0,0,0
0.6666666666666666,3.0,0.5773502691896258,1.7320508075688772,0.0,0.0,inf,0.3125,1,4,50,61.333333333333336,17,1,4,75,0.5066666666666667,0,0.47835066115529373,0.06426735218508997,0.008997429305912597,19,65,0.43983148024211416,0.3370791691968163,0.16080000000000005,0,0.015384615384615385,0.06153846153846154,0.022508038585209004,0.1607717041800643,9,4,0,POR,2028,0,0,0
2.0,6.0,1.0,2.0,-0.5,1.0,inf,0.3042911211129296,1,8,25,37.333333333333336,21,10,47,100,0.38,7,1.0680312762244442,0.16075514874141877,0.03718535469107551,17,54,0.5589288899014802,0.20645747120171673,0.10066995098846265,0,0.018518518518518517,0.14814814814814814,0.14038876889848811,0.6069114470842333,11,4,0,GRE,2028,0,0,0
1.3333333333333333,3.3333333333333335,1.5275252316519465,0.5773502691896258,0.0,0.0,inf,0.11761904761904762,1,3,26,50.0,21,3,7,143,0.3146853146853147,7,3.2260604865407485,0.1708185053380783,0.04677173360447382,25,41,1.606654718688966,0.46744056896670455,0.18172477324263042,0,0.024390243902439025,0.07317073170731707,0.25205479452054796,0.9205479452054794,9,4,0,ARG,2028,0,0,0
0.6666666666666666,4.0,0.5773502691896258,1.7320508075688772,0.0,-0.5,inf,0.41818181818181815,1,3,52,60.333333333333336,12,2,6,155,0.3032258064516129,0,1.6751600501025194,0.030690537084398978,0.0076726342710997444,26,89,1.349139319848441,0.5836116614922645,0.18364197530864196,0,0.011235955056179775,0.033707865168539325,0.02727272727272727,0.10909090909090909,6,4,0,EGY,2028,0,0,0
0.6666666666666666,2.6666666666666665,0.5773502691896258,0.5773502691896258,0.0,0.5,inf,0.20833333333333331,1,3,52,61.666666666666664,9,2,3,26,0.5,2,0.4600964047908292,0.037267080745341616,0.010351966873706004,15,29,0.18948667932147284,0.16369125427948958,0.20370370370370372,0,0.034482758620689655,0.10344827586206896,0.02564102564102564,0.09230769230769231,6,4,0,TUN,2028,0,0,0
0.3333333333333333,1.3333333333333333,0.5773502691896258,0.5773502691896257,0.0,1.0,inf,0.5,1,2,55,70.33333333333333,3,1,2,14,0.21428571428571427,0,0.1964777646595829,0.17073170731707318,0.012195121951219513,2,9,0.10221369539551359,0.13636363636363635,1.0,1,0.1111111111111111,0.2222222222222222,0.025,0.35,1,4,0,BOT,2028,0,0,0
1.0,2.0,1.0,1.0,0.0,1.0,inf,0.5119047619047619,1,2,39,55.333333333333336,8,2,4,48,0.4375,1,0.6116732890212679,0.06093189964157706,0.007168458781362007,22,34,0.3364043614634151,0.27350133597576054,0.30103806228373703,0,0.029411764705882353,0.058823529411764705,0.019138755980861243,0.16267942583732056,8,4,0,CHI,2028,0,0,0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,55,55.0,1,1,2,4,0.25,0,0.04047619047619049,0.07142857142857142,0.03571428571428571,3,5,0.09285714285714286,0.07142857142857142,1.0,1,0.2,0.4,0.04,0.08,3,4,0,LCA,2028,0,0,0
1.3333333333333333,2.3333333333333335,0.5773502691896257,1.5275252316519468,-0.5,-0.5,inf,0.3333333333333333,1,2,36,47.0,7,2,4,25,0.48,1,0.3425064518814519,0.06310679611650485,0.024271844660194174,4,16,0.15888448174632386,0.1708333333333333,0.57396449704142,1,0.0625,0.125,0.06097560975609756,0.15853658536585366,1,4,0,UGA,2028,0,0,0
0.3333333333333333,3.0,0.5773502691896258,2.0,0.0,-0.4,inf,0.6833333333333332,1,3,59,68.33333333333333,7,1,5,59,0.2542372881355932,1,1.4806068103436525,0.13291139240506328,0.012658227848101266,13,27,1.1961073066718229,0.38032227032227034,0.39682539682539675,1,0.037037037037037035,0.1111111111111111,0.02877697841726619,0.302158273381295,5,4,0,DOM,2028,0,0,0
0.5,1.5,0.7071067811865476,0.7071067811865476,0.0,1.0,inf,1.0,1,2,60,65.0,2,1,2,16,0.375,0,1.5109402111046848,0.011278195488721804,0.0037593984962406013,7,14,1.806504367139526,0.39036571067821063,0.5555555555555556,1,0.07142857142857142,0.14285714285714285,0.006369426751592357,0.01910828025477707,11,4,0,GUA,2028,0,0,0
0.6666666666666666,1.3333333333333333,0.5773502691896258,0.5773502691896257,0.0,1.0,inf,0.2212121212121212,1,2,60,67.0,12,2,5,61,0.22950819672131148,1,0.21105801308491262,0.0841300191204589,0.015296367112810707,21,35,0.08207505886453254,0.19193732193732194,0.4225206611570248,0,0.02857142857142857,0.05714285714285714,0.044444444444444446,0.24444444444444444,6,4,0,MAR,2028,0,0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,62,62.0,1,1,1,4,0.5,0,0.023809523809523805,0.05263157894736842,0.05263157894736842,2,4,0.023809523809523805,0.07142857142857142,1.0,1,0.25,0.25,0.0625,0.0625,0,4,0,DMA,2028,0,0,0
0.3333333333333333,1.0,0.5773502691896258,0.0,0.0,0.0,inf,0.05555555555555555,1,1,46,54.0,10,1,2,7,0.42857142857142855,9,-0.016168110408347078,0.3663663663663664,0.12912912912912913,3,9,0.1583749737545514,0.046494708994709005,0.9516259070142434,1,0.1111111111111111,0.1111111111111111,0.4215686274509804,1.196078431372549,4,4,0,PAK,2028,0,0,0
1.0,9.666666666666666,1.0,2.8867513459481287,-1.0,-0.38461538461538464,inf,0.5486721611721612,0,8,35,46.666666666666664,19,7,13,101,0.39603960396039606,3,2.501361700796376,0.13134657836644592,0.046357615894039736,19,85,1.253599792331503,0.5056464947089946,0.35626015111927123,1,0.0,0.09411764705882353,0.11931818181818182,0.3380681818181818,9,4,0,TUR,2028,0,0,0
0.0,4.666666666666667,0.0,0.5773502691896258,0.0,0.25,inf,0.6977513227513228,0,5,61,70.0,22,3,9,108,0.35185185185185186,5,0.8791795748641243,0.08569739952718676,0.01773049645390071,29,83,0.8756790237512351,0.22892138721355124,0.13407847800237815,0,0.0,0.060240963855421686,0.072992700729927,0.35279805352798055,8,4,0,MEX,2028,0,0,0
0.3333333333333333,4.0,0.5773502691896258,0.0,0.0,0.0,inf,0.65,0,4,42,59.0,7,1,5,15,0.5333333333333333,1,-0.06328713743561942,0.17777777777777778,0.014814814814814815,7,16,-0.07590410320673481,-0.052329416615130894,0.3645833333333333,0,0.0,0.25,0.019417475728155338,0.23300970873786409,6,4,0,ARM,2028,0,0,0
1.0,5.666666666666667,1.7320508075688772,2.0816659994661326,0.0,-0.2,inf,0.2147222222222222,0,4,22,51.333333333333336,11,3,9,88,0.17045454545454544,0,0.41255268290859154,0.04894179894179894,0.006613756613756613,24,61,0.4833208668510431,0.29596133120569207,0.13951789627465305,0,0.0,0.06557377049180328,0.016666666666666666,0.12333333333333334,8,4,0,COL,2028,0,0,0
0.0,4.0,0.0,1.7320508075688772,0.0,1.0,,1.0,0,6,64,67.33333333333333,4,0,6,16,0.5625,0,-0.0503406551533334,0.08450704225352113,0.0,5,17,-0.06316501295314857,-0.06859410430839001,0.7083333333333334,1,0.0,0.35294117647058826,0.0,0.09836065573770492,2,4,0,KGZ,2028,0,0,0
2.0,6.333333333333333,2.0,0.5773502691896258,-1.0,-0.14285714285714285,inf,0.15293650793650793,0,6,21,41.0,11,4,9,14,0.0,1,-0.00011483340799175456,0.20977011494252873,0.04597701149425287,7,16,0.041114247930893265,-0.009292929292929287,0.1454306624132107,0,0.0,0.375,0.13333333333333333,0.6083333333333333,5,4,0,PRK,2028,0,0,0
