gold_3_games_avg,total_3_games_avg,gold_std,total_std,gold_growth_noc_rate,metal_growth_noc_rate,gold_growth_game_rate,metal_growth_game_rate,gold_num,metal_num,best_rank_last_3,rank_trend,participation_times,best_gold,best_total,athletes_count,veteran_ratio,star_athlete_num,athletes_growth_rate,medals_per_athlete,gold_per_athlete,unique_sports_last,unique_events_last,event_growth,sport_growth,hhi_sport,dominant_sport,gold_event_rate,metal_event_rate,gold_event_avg,metal_event_avg,consistent_sports,years_since_last_medal,is_host_history,NOC_Code,Year,gold_predict,metal_predict,ishost_hostrate_gold,ishost_hostrate_metal,ishost
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CUB,1900,1,2,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CAN,1900,1,2,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ESP,1900,1,1,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,LUX,1900,1,1,0,0,0
2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,7,7.0,1,2,5,3.0,0.0,1.0,0.0,1.6666666666666667,0.6666666666666666,3.0,8.0,0.0,0.0,0.52,1.0,0.25,0.625,0.25,0.625,0.0,4.0,0,AUT,1900,0,6,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NOR,1900,0,5,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NED,1900,0,5,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IND,1900,0,2,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BOH,1900,0,2,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SWE,1900,0,1,0,0,0
15.0,34.0,5.656854249492381,19.79898987322333,0.7272727272727273,1.4,0.7272727272727273,1.4,19,48,1,1.5,2,19,48,75.0,0.02666666666666667,6.0,4.357142857142857,0.9540229885057471,0.47126436781609193,10.0,41.0,1.5625,2.3333333333333335,0.4751052402380606,1.0,0.5121951219512195,0.7317073170731707,0.8913043478260869,1.8043478260869565,0.0,4.0,0,USA,1904,76,231,0,0,1
5.0,11.0,1.4142135623730951,2.8284271247461903,-0.3333333333333333,-0.3076923076923077,-0.33333333333333337,-0.3076923076923077,4,9,3,5.0,2,6,13,76.0,0.039473684210526314,3.0,3.0,0.8369565217391305,0.42391304347826086,10.0,27.0,0.0,0.6666666666666667,0.2295496711081127,0.0,0.14814814814814814,0.25925925925925924,0.7959183673469388,1.5714285714285714,0.0,4.0,0,GER,1904,4,15,0,0,0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,13,13.0,1,1,2,4.0,0.0,0.0,0.0,0.5,0.25,1.0,5.0,0.0,0.0,1.0,1.0,0.2,0.4,0.2,0.4,0.0,4.0,0,CAN,1904,4,6,0,0,0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,12,12.0,1,1,2,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,4.0,0,CUB,1904,3,3,0,0,0
1.5,5.5,0.7071067811865476,0.7071067811865476,-0.5,-0.16666666666666666,-0.5,-0.16666666666666663,1,5,6,8.5,2,2,6,18.0,0.05555555555555555,1.0,1.5714285714285716,0.4583333333333333,0.125,4.0,21.0,0.5,-0.33333333333333337,0.42148760330578505,0.0,0.047619047619047616,0.23809523809523808,0.09375,0.34375,0.0,4.0,0,HUN,1904,2,4,0,0,0
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,17,17.0,1,0,5,7.0,0.0,1.0,0.0,1.2857142857142858,0.0,2.0,9.0,0.0,0.0,0.8024691358024691,1.0,0.0,0.5555555555555556,0.0,1.0,0.0,4.0,0,NOR,1904,2,2,0,0,0
1.0,5.5,1.4142135623730951,0.7071067811865476,-1.0,0.2,-1.0,0.19999999999999996,0,6,7,11.5,2,2,6,16.0,0.0,1.0,4.333333333333333,0.5789473684210527,0.10526315789473684,4.0,17.0,1.125,0.33333333333333326,0.40495867768595034,1.0,0.0,0.35294117647058826,0.08333333333333333,0.4583333333333333,0.0,4.0,0,AUT,1904,1,3,0,0,0
8.5,19.0,9.192388155425117,16.97056274847714,6.5,3.4285714285714284,6.5,3.428571428571429,15,31,3,4.0,2,15,31,104.0,0.019230769230769232,6.0,9.4,1.0446428571428572,0.5535714285714286,16.0,39.0,1.0526315789473686,1.2857142857142856,0.11710132222952735,0.0,0.48717948717948717,0.717948717948718,1.1481481481481481,2.1666666666666665,0.0,4.0,0,GBR,1904,1,2,0,0,0
3.5,6.0,3.5355339059327378,4.242640687119285,5.0,2.0,5.0,2.0,6,9,6,8.0,2,6,9,18.0,0.0,3.0,5.0,1.1428571428571428,0.8095238095238095,4.0,14.0,1.7999999999999998,1.0,0.46875,1.0,0.42857142857142855,0.42857142857142855,0.8947368421052632,1.263157894736842,0.0,4.0,0,SUI,1904,1,3,0,0,0
10.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,10,47,2,2.0,1,10,47,3.0,0.6666666666666666,1.0,-0.9705882352941176,0.46601941747572817,0.0970873786407767,2.0,3.0,-0.9230769230769231,-0.7777777777777778,0.13802083333333331,0.0,0.0,0.0,0.25,1.2,0.0,8.0,0,GRE,1904,1,2,0,0,0
2.0,3.5,0.0,2.1213203435596424,0.0,1.5,0.0,1.5,2,5,8,8.5,2,2,5,2.0,0.0,2.0,1.0,3.0,1.6666666666666667,2.0,6.0,0.19999999999999996,0.0,0.5061728395061729,1.0,0.5,1.0,0.45454545454545453,0.8181818181818182,0.0,4.0,0,AUS,1904,0,4,0,0,0
16.0,57.0,15.556349186104045,65.05382386916237,4.4,8.363636363636363,4.4,8.363636363636363,27,103,1,2.5,2,27,103,715.0,0.004195804195804196,6.0,58.583333333333336,0.3397790055248619,0.0787292817679558,19.0,81.0,3.5,2.1666666666666665,0.12129023729261681,0.0,0.345679012345679,0.7160493827160493,0.6551724137931034,2.8275862068965516,0.0,4.0,0,FRA,1904,0,1,0,0,0
6.0,13.333333333333334,7.810249675906654,15.50268793897798,-0.9333333333333333,-0.9354838709677419,2.783333333333333,1.2465437788018434,1,2,3,5.666666666666667,3,15,31,48.0,0.125,7.0,5.152564102564103,0.9875,0.45,9.0,42.0,3.2183985605038234,0.8244047619047619,0.10030443839128345,0.0,0.19047619047619047,0.47619047619047616,0.8780487804878049,1.9268292682926829,0.0,4.0,0,GBR,1908,56,146,0,0,1
35.333333333333336,99.66666666666667,35.444792753426185,114.59639319513215,3.0,3.8125,1.8636363636363638,2.60625,76,231,1,1.3333333333333333,3,76,231,38.0,0.47368421052631576,34.0,3.1123895323895323,0.8146341463414634,0.2943089430894309,5.0,28.0,0.7247700042789901,0.8037037037037038,0.12867279413229432,0.0,0.42857142857142855,0.6071428571428571,1.448,4.008,0.0,4.0,0,USA,1908,23,47,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,21,21.0,1,0,1,38.0,0.05263157894736842,1.0,5.9,0.5319148936170213,0.10638297872340426,8.0,37.0,1.75625,1.0,0.4304,0.0,0.05405405405405406,0.24324324324324326,0.11363636363636363,0.5681818181818182,0.0,8.0,0,SWE,1908,8,25,0,0,0
10.666666666666666,38.333333333333336,14.364307617610162,56.22573550726867,-1.0,-0.9902912621359223,1.7000000000000002,3.6866725507502203,0,1,1,6.0,3,27,103,56.0,0.21428571428571427,15.0,37.52824397824398,0.4057217165149545,0.10013003901170352,11.0,51.0,9.008230452674896,3.7397660818713447,0.10071499013806708,0.0,0.29411764705882354,0.5294117647058824,0.6754385964912281,2.736842105263158,0.0,4.0,0,FRA,1908,5,19,0,0,0
4.666666666666667,12.333333333333334,1.1547005383792517,3.055050463303893,0.0,0.6666666666666666,-0.16666666666666669,0.17948717948717952,4,15,2,4.0,3,6,15,49.0,0.20408163265306123,8.0,1.1722488038277512,0.8092105263157895,0.375,9.0,41.0,0.18864197530864193,0.1888888888888889,0.12922202392755633,0.0,0.0975609756097561,0.2926829268292683,0.6477272727272727,1.3977272727272727,0.0,4.0,0,GER,1908,3,13,0,0,0
1.6666666666666667,5.0,0.5773502691896257,1.0,1.0,-0.2,0.25,-0.1833333333333333,2,4,5,7.333333333333333,3,2,6,35.0,0.14285714285714285,2.0,2.847883597883598,0.5,0.17857142857142858,7.0,41.0,1.1613756613756614,0.5555555555555555,0.3826530612244897,0.0,0.04878048780487805,0.24390243902439024,0.15151515151515152,0.42424242424242425,0.0,4.0,0,HUN,1908,3,9,0,0,0
2.5,4.0,2.1213203435596424,2.8284271247461903,3.0,2.0,3.0,2.0,4,6,3,8.0,2,4,6,3.0,0.0,0.0,5.902272727272727,0.8387096774193549,0.46774193548387094,1.0,4.0,0.6333333333333333,2.0833333333333335,0.31508875739644976,0.0,0.25,0.5,1.3181818181818181,2.3636363636363638,0.0,4.0,0,CAN,1908,3,16,0,0,0
1.0,3.5,1.4142135623730951,2.1213203435596424,0.0,-0.6,inf,-0.6,2,2,7,12.0,2,2,5,32.0,0.03125,1.0,4.5476190476190474,0.8780487804878049,0.5365853658536586,3.0,12.0,0.3333333333333333,0.25,0.4429012345679013,1.0,0.08333333333333333,0.16666666666666666,0.9565217391304348,1.565217391304348,0.0,4.0,0,NOR,1908,2,8,0,0,0
3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,8,8.0,1,3,5,76.0,0.0,4.0,32.01449275362319,0.6039603960396039,0.2376237623762376,9.0,37.0,17.019607843137255,4.055555555555556,0.430798172534265,1.0,0.1891891891891892,0.40540540540540543,0.47058823529411764,1.196078431372549,0.0,8.0,0,ITA,1908,2,4,0,0,0
6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6,17,5,5.0,1,6,17,16.0,0.0625,1.0,-0.75,0.6835443037974683,0.10126582278481013,7.0,22.0,-0.29032258064516125,-0.30000000000000004,0.1454046639231824,0.0,0.09090909090909091,0.3181818181818182,0.16326530612244897,1.1020408163265305,0.0,8.0,0,BEL,1908,1,8,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ANZ,1908,1,5,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,RU1,1908,1,3,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FIN,1908,1,5,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,RSA,1908,1,2,0,0,0
5.5,24.5,6.363961030678928,31.81980515339464,-0.9,-0.9574468085106383,-0.9,-0.9574468085106383,1,2,2,6.5,2,10,47,312.0,0.04487179487179487,4.0,7.993930905695611,0.36626506024096384,0.08433734939759036,13.0,70.0,4.247863247863248,1.0185185185185184,0.15789473684210528,0.0,0.11428571428571428,0.37142857142857144,0.39325842696629215,1.7078651685393258,0.0,4.0,0,GRE,1908,0,4,0,0,0
1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,9,9.5,2,1,6,49.0,0.0,3.0,3.051282051282051,0.7777777777777778,0.30158730158730157,8.0,24.0,0.44047619047619047,0.30000000000000004,0.22865472719700125,0.0,0.125,0.25,0.4418604651162791,1.1395348837209303,0.0,8.0,0,DEN,1908,0,5,0,0,0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,20,20.0,1,0,2,13.0,0.0,0.0,0.8571428571428572,0.3,0.0,6.0,22.0,1.4444444444444446,0.5,0.7222222222222223,1.0,0.0,0.09090909090909091,0.0,0.21428571428571427,0.0,8.0,0,BOH,1908,0,2,0,0,0
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,17,17.0,1,0,5,16.0,0.0,1.0,-0.5428571428571429,0.6470588235294118,0.058823529411764705,2.0,8.0,-0.5555555555555556,-0.7142857142857143,0.33149678604224053,1.0,0.0,0.375,0.11538461538461539,1.2692307692307692,0.0,8.0,0,NED,1908,0,2,0,0,0
1.0,4.666666666666667,1.0,1.5275252316519465,0.0,-0.5,inf,-0.15000000000000002,1,3,7,10.333333333333334,3,2,6,31.0,0.03225806451612903,3.0,5.986111111111111,0.48,0.14,9.0,46.0,2.036064425770308,1.111111111111111,0.2152777777777778,0.0,0.06521739130434782,0.1956521739130435,0.09722222222222222,0.3333333333333333,0.0,4.0,0,AUT,1908,0,1,0,0,0
39.333333333333336,108.66666666666667,31.817186131607134,105.94495426084875,-0.6973684210526315,-0.7965367965367965,1.0099681020733653,1.4719877344877348,23,47,1,1.6666666666666667,4,76,231,119.0,0.21008403361344538,37.0,2.8671868861342547,0.7983074753173484,0.3032440056417489,10.0,52.0,0.7578632174949569,0.8527777777777779,0.1468054289602817,0.0,0.4230769230769231,0.6153846153846154,1.4625850340136055,3.8503401360544216,0.0,4.0,0,USA,1912,26,64,0,0,0
4.0,13.0,5.656854249492381,16.97056274847714,0.0,24.0,inf,24.0,8,25,3,12.0,2,8,25,164.0,0.12804878048780488,5.0,5.038596491228071,0.5736842105263158,0.2789473684210526,14.0,67.0,1.4411036036036036,0.9166666666666666,0.19249221446006232,0.0,0.11940298507462686,0.2835820895522388,0.5888888888888889,1.211111111111111,0.0,4.0,0,SWE,1912,23,65,0,0,1
24.0,59.666666666666664,28.583211855912904,76.15991946774454,55.0,72.0,20.188888888888886,24.831029185867894,56,146,1,4.333333333333333,4,56,146,732.0,0.03415300546448088,12.0,7.426923076923077,0.6066897347174164,0.25259515570934254,24.0,108.0,2.8066560632350104,1.0349702380952381,0.060605184403417715,0.0,0.5185185185185185,0.7129629629629629,1.3860759493670887,3.329113924050633,0.0,4.0,0,GBR,1912,10,41,0,0,0
1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,13,13.0,1,1,5,62.0,0.03225806451612903,2.0,14.5,0.53125,0.046875,6.0,23.0,1.0909090909090908,2.0,0.6141868512110726,1.0,0.043478260869565216,0.17391304347826086,0.10714285714285714,1.2142857142857142,0.0,4.0,0,FIN,1912,9,26,0,0,0
10.666666666666666,41.0,14.364307617610162,54.4426303552648,0.0,18.0,inf,8.457781700500147,5,19,1,6.0,4,27,103,208.0,0.1201923076923077,15.0,28.82475441225441,0.3697478991596639,0.0934873949579832,13.0,54.0,6.7708787218591135,2.850279106858054,0.09794679752066116,0.0,0.09259259259259259,0.25925925925925924,0.6223776223776224,2.4615384615384617,0.0,4.0,0,FRA,1912,7,14,0,0,0
3.6666666666666665,12.333333333333334,0.5773502691896258,3.055050463303893,-0.25,-0.13333333333333333,-0.19444444444444445,0.07521367521367524,3,13,2,4.666666666666667,4,6,15,82.0,0.14634146341463414,8.0,1.047553949809589,0.6486486486486487,0.2747747747747748,12.0,41.0,0.14148148148148146,0.225,0.11014660493827161,0.0,0.07317073170731707,0.2682926829268293,0.5922330097087378,1.3980582524271845,0.0,4.0,0,GER,1912,5,25,0,0,0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,14,14.0,1,1,2,14.0,0.0,0.0,0.75,0.09090909090909091,0.045454545454545456,4.0,15.0,6.5,1.0,1.0,1.0,0.06666666666666667,0.13333333333333333,0.0625,0.125,0.0,4.0,0,RSA,1912,4,6,0,0,0
1.3333333333333333,5.0,1.1547005383792517,3.0,0.0,3.0,inf,1.2,2,8,7,10.666666666666666,3,2,8,69.0,0.2318840579710145,4.0,3.417162698412698,0.8297872340425532,0.30851063829787234,7.0,23.0,0.5277777777777778,0.6111111111111112,0.4875082182774491,1.0,0.08695652173913043,0.30434782608695654,0.8055555555555556,2.1666666666666665,0.0,4.0,0,NOR,1912,3,10,0,0,0
2.6666666666666665,8.0,1.5275252316519468,7.211102550927978,-0.25,1.6666666666666667,1.375,1.8333333333333333,3,16,3,7.666666666666667,3,4,16,87.0,0.034482758620689655,0.0,13.268181818181818,0.7123287671232876,0.2945205479452055,11.0,42.0,3.5888888888888886,4.722222222222222,0.21967455621301774,0.0,0.07142857142857142,0.35714285714285715,0.8269230769230769,2.0,0.0,4.0,0,CAN,1912,3,8,0,0,0
2.0,6.0,1.0,2.6457513110645907,0.5,1.25,0.3333333333333333,0.29444444444444445,3,9,5,7.333333333333333,4,3,9,65.0,0.2,2.0,2.350198412698413,0.4444444444444444,0.1574074074074074,8.0,37.0,0.846641502129307,0.45238095238095233,0.2986111111111111,0.0,0.08108108108108109,0.21621621621621623,0.2073170731707317,0.5853658536585366,0.0,4.0,0,HUN,1912,3,8,0,0,0
2.5,4.5,0.7071067811865476,0.7071067811865476,-0.3333333333333333,-0.2,-0.33333333333333337,-0.19999999999999996,2,4,8,8.5,2,3,5,66.0,0.09090909090909091,5.0,23.977974828375284,0.42857142857142855,0.16149068322981366,8.0,30.0,12.717408585055646,3.0138888888888893,0.35559756353707206,1.0,0.06666666666666667,0.13333333333333333,0.3939393939393939,1.0454545454545454,0.0,4.0,0,ITA,1912,3,6,0,0,0
1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,11,11.0,1,1,5,30.0,0.0,0.0,0.0,0.6333333333333333,0.5,6.0,20.0,0.0,0.0,0.6398891966759003,1.0,0.05,0.25,0.75,0.95,0.0,4.0,0,ANZ,1912,2,7,0,0,0
3.5,12.5,3.5355339059327378,6.363961030678928,-0.8333333333333334,-0.5294117647058824,-0.8333333333333334,-0.5294117647058824,1,8,5,7.5,2,6,17,70.0,0.15714285714285714,2.0,1.3125,0.6304347826086957,0.06521739130434782,11.0,33.0,0.10483870967741937,0.13571428571428568,0.1465186946756507,0.0,0.030303030303030304,0.21212121212121213,0.13432835820895522,1.2985074626865671,0.0,4.0,0,BEL,1912,2,6,0,0,0
0.6666666666666666,5.666666666666667,0.5773502691896258,0.5773502691896258,-1.0,-0.16666666666666666,-0.5,-0.08333333333333331,0,5,9,11.666666666666666,3,1,6,78.0,0.23076923076923078,4.0,2.23146694575266,0.5365853658536586,0.15447154471544716,8.0,27.0,0.3353174603174603,0.20000000000000004,0.24471992653810837,0.0,0.0,0.18518518518518517,0.34545454545454546,1.2,0.0,4.0,0,DEN,1912,1,12,0,0,0
3.6666666666666665,17.666666666666668,5.507570547286102,25.423086620891127,-1.0,1.0,-0.95,0.021276595744680826,0,4,2,9.333333333333334,3,10,47,20.0,0.75,4.0,5.76147382029735,0.37142857142857144,0.08333333333333333,3.0,25.0,3.0251831501831505,0.5715811965811965,0.15614727153188693,0.0,0.0,0.16,0.36082474226804123,1.6082474226804124,0.0,4.0,0,GRE,1912,1,2,0,0,0
0.3333333333333333,3.3333333333333335,0.5773502691896258,2.5166114784235836,-1.0,-0.6666666666666666,inf,-0.32222222222222224,0,1,8,14.333333333333334,4,2,6,7.0,0.2857142857142857,4.0,4.296034946236559,0.45454545454545453,0.12727272727272726,4.0,10.0,1.3313961454146876,0.6944444444444444,0.22880000000000003,0.0,0.0,0.1,0.09090909090909091,0.3246753246753247,0.0,4.0,0,AUT,1912,0,4,0,0,0
41.666666666666664,114.0,29.771350881902105,101.68087332433765,0.13043478260869565,0.3617021276595745,0.7900847722071977,1.1944163327806947,26,64,1,1.3333333333333333,5,76,231,172.0,0.12209302325581395,45.0,2.382825139159505,0.7825581395348837,0.30348837209302326,11.0,68.0,0.667829035534427,0.7022222222222223,0.15844646732710868,0.0,0.38235294117647056,0.5882352941176471,1.4108108108108108,3.637837837837838,0.0,8.0,0,USA,1920,41,95,0,0,0
10.333333333333334,30.333333333333332,11.676186592091328,32.331615074619044,1.875,1.6,inf,12.8,23,65,2,8.666666666666666,3,23,65,434.0,0.14516129032258066,16.0,4.190532734274711,0.5329768270944741,0.27807486631016043,16.0,95.0,1.1853053146430013,0.7232142857142857,0.13443921208935022,0.0,0.25263157894736843,0.47368421052631576,1.0985915492957747,2.1056338028169015,0.0,8.0,0,SWE,1920,19,64,0,0,0
5.0,15.5,5.656854249492381,14.849242404917497,8.0,4.2,8.0,4.2,9,26,4,8.5,2,9,26,164.0,0.11585365853658537,3.0,8.07258064516129,0.5023923444976076,0.05741626794258373,10.0,49.0,1.1106719367588933,1.3333333333333335,0.2879818594104308,0.0,0.1836734693877551,0.40816326530612246,0.1935483870967742,1.6935483870967742,0.0,8.0,0,FIN,1920,15,34,0,0,0
22.333333333333332,63.0,29.501412395567325,74.47818472546173,-0.8214285714285714,-0.7191780821917808,14.936309523809523,18.443477368852978,10,41,1,4.333333333333333,5,56,146,273.0,0.29304029304029305,21.0,5.816128625472888,0.6566037735849056,0.2509433962264151,16.0,79.0,2.1916211468843043,0.7613095238095238,0.0621077751354208,0.0,0.12658227848101267,0.46835443037974683,1.378238341968912,3.606217616580311,0.0,8.0,0,GBR,1920,14,42,0,0,0
3.0,10.333333333333334,2.6457513110645907,5.8594652770823155,1.0,-0.25,0.08333333333333331,-0.3897058823529412,2,6,5,9.333333333333334,3,6,17,36.0,0.3611111111111111,4.0,0.7130952380952381,0.6583850931677019,0.09937888198757763,9.0,23.0,-0.031117627891821414,0.029870129870129863,0.16197935208259165,0.0,0.08695652173913043,0.21739130434782608,0.21052631578947367,1.394736842105263,0.0,8.0,0,BEL,1920,14,36,0,0,1
2.3333333333333335,6.666666666666667,0.5773502691896258,4.163331998932266,0.5,0.25,inf,0.8833333333333333,3,10,7,7.666666666666667,4,3,10,190.0,0.15263157894736842,9.0,3.001277820910973,0.6196078431372549,0.27058823529411763,14.0,58.0,0.776268115942029,0.7083333333333334,0.4149975965390162,1.0,0.06896551724137931,0.1724137931034483,0.8734177215189873,2.0,1.0,8.0,0,NOR,1920,13,31,0,0,0
